Run1049_BC18	Exp_Run1049_BC18	Run1049_BC18.fastq.gz	0f48a4010bc7b0e3b7f25feef1691c18
Run1058_BC08	Exp_Run1058_BC08	Run1058_BC08.fastq.gz	e8cd71320bc7b03aa11e4feefdcefad8
Run1058_BC16	Exp_Run1058_BC16	Run1058_BC16.fastq.gz	4259e5f00bc7b06ed9f8efeefb62f07e
Run1037_BC29	Exp_Run1037_BC29	Run1037_BC29.fastq.gz	7b39f2c60bc7b0ae1d017feefe3ad655
Run1044_BC51	Exp_Run1044_BC51	Run1044_BC51.fastq.gz	ac47e8070bc7b079a494afeefaadfa7e
Run1044_BC59	Exp_Run1044_BC59	Run1044_BC59.fastq.gz	05374f0a0bc7b00370880feef8a80b13
